1	2	0.82843	0.86696	1	2	0.14706	0.21347
1	3	0.3823	0.47787	1	3	0.568	0.60858
1	4	0.36828	0.4735	1	4	0.009351	0.024753
1	5	0.00085018	0.0027327	1	5	0.41129	0.49969
1	6	0.86671	0.8864	1	6	8.6389e-05	0.00064792
1	7	0.084913	0.15284	1	7	0.073956	0.13312
1	8	1.5096e-07	2.2643e-06	1	8	0.0040669	0.012363
1	9	0.44176	0.50973	1	9	0.37635	0.47044
1	10	0.00044143	0.0016554	1	10	0.42726	0.49969
2	3	0.40081	0.48747	2	3	0.246	0.33545
2	4	0.31451	0.42259	2	4	0.53119	0.58301
2	5	0.00047913	0.0016585	2	5	0.054309	0.10449
2	6	0.72248	0.79296	2	6	7.9319e-06	8.9234e-05
2	7	0.093699	0.16217	2	7	0.007943	0.02234
2	8	9.1087e-08	2.0494e-06	2	8	0.43307	0.49969
2	9	0.26106	0.37896	2	9	0.51462	0.57895
2	10	0.00014894	0.00074471	2	10	0.05049	0.10327
3	4	0.063686	0.11941	3	4	0.040188	0.086116
3	5	0.002803	0.0074196	3	5	0.2091	0.29405
3	6	0.41658	0.49332	3	6	7.7818e-06	8.9234e-05
3	7	0.31929	0.42259	3	7	0.024033	0.054075
3	8	4.8924e-07	5.504e-06	3	8	0.014386	0.035965
3	9	0.10557	0.17595	3	9	0.6073	0.63555
3	10	0.0016113	0.0045318	3	10	0.267	0.35339
4	5	3.6118e-05	0.00022438	4	5	0.003358	0.011624
4	6	0.53284	0.59945	4	6	2.4892e-07	5.6007e-06
4	7	0.011116	0.025012	4	7	0.0011512	0.0047096
4	8	1.3905e-08	6.2571e-07	4	8	0.7739	0.79148
4	9	0.9945	0.9945	4	9	0.12815	0.19885
4	10	2.7307e-05	0.0002048	4	10	0.0011072	0.0047096
5	6	0.011913	0.025529	5	6	0.001393	0.0052237
5	7	0.14531	0.22548	5	7	0.35514	0.45661
5	8	0.0047973	0.011362	5	8	0.0041208	0.012363
5	9	0.0010705	0.0032114	5	9	0.10306	0.17594
5	10	0.27743	0.39014	5	10	0.81207	0.81207
6	7	0.12718	0.20439	6	7	0.055728	0.10449
6	8	3.9889e-05	0.00022438	6	8	1.3848e-07	5.6007e-06
6	9	0.74569	0.79895	6	9	2.1025e-05	0.00018922
6	10	0.0035061	0.0087653	6	10	0.00018009	0.0011577
7	8	0.00038284	0.0015662	7	8	0.00073581	0.003679
7	9	0.029341	0.060016	7	9	0.021899	0.051867
7	10	0.047155	0.09226	7	10	0.13498	0.20248
8	9	3.322e-06	2.9898e-05	8	9	0.10947	0.17594
8	10	0.18182	0.27273	8	10	0.0002211	0.0012437
9	10	0.00033396	0.0015028	9	10	0.10922	0.17594
