1	2	0.9218	0.9218	1	2	0.12901	0.21502
1	3	0.26189	0.35712	1	3	0.92341	0.92341
1	4	0.00093345	0.0023336	1	4	0.071691	0.15362
1	5	0.00033667	0.0016496	1	5	0.0018338	0.013753
1	6	6.7473e-05	0.0010121	1	6	0.0013911	0.013753
2	3	0.28883	0.36103	2	3	0.19174	0.26146
2	4	0.0024729	0.0046366	2	4	0.57705	0.66583
2	5	0.0005516	0.0016548	2	5	0.045487	0.13646
2	6	0.0004399	0.0016496	2	6	0.057315	0.14329
3	4	0.0089725	0.014954	3	4	0.088323	0.1656
3	5	0.0015643	0.0033521	3	5	0.0038297	0.014361
3	6	0.00038586	0.0016496	3	6	0.003117	0.014361
4	5	0.22255	0.33382	4	5	0.18479	0.26146
4	6	0.51105	0.57621	4	6	0.27032	0.3379
5	6	0.5378	0.57621	5	6	0.79882	0.85588
