1	2	0.32419	0.58454	1	2	0.83943	0.84663
1	3	0.20757	0.58454	1	3	0.27066	0.41208
1	4	0.58872	0.73589	1	4	0.069133	0.24753
1	5	0.32122	0.58454	1	5	0.0020118	0.030177
1	6	0.29996	0.58454	1	6	0.026908	0.20181
2	3	0.056699	0.36025	2	3	0.23212	0.41208
2	4	0.15504	0.58139	2	4	0.21754	0.41208
2	5	0.067141	0.36025	2	5	0.072738	0.24753
2	6	0.07205	0.36025	2	6	0.085598	0.24753
3	4	0.35073	0.58454	3	4	0.59895	0.69109
3	5	0.84465	0.90498	3	5	0.099013	0.24753
3	6	0.95887	0.95887	3	6	0.27472	0.41208
4	5	0.54645	0.73589	4	5	0.3613	0.49268
4	6	0.45267	0.679	4	6	0.84663	0.84663
5	6	0.83659	0.90498	5	6	0.45122	0.56402
