117	164	77	98	70	174	81	123	137	118	86	256	83	48	82	72	92	394	9	234	18	70	105	48
227	61	176	97	69	1307	484	42	297	524	248	175	313	61	197	155	219	257	79	NaN	440	90	201	42
57	72	97	162	139	126	53	34	364	123	407	272	269	166	96	83	45	395	16	45	70	75	403	260
185	59	33	141	43	122	14	49	372	175	28	356	116	123	82	100	55	309	33	5	378	289	529	402
1	73	81	66	327	92	41	37	323	190	639	174	72	78	151	180	101	29	49	5	209	102	215	62
37	12	69	91	36	79	214	115	257	131	195	68	219	55	137	197	162	105	201	39	173	169	81	131
33	100	44	57	58	341	4	47	316	106	169	278	204	192	43	240	103	178	48	49	183	206	115	14
90	44	55	79	204	282	93	684	9154	142	159	215	98	251	12024	184	79	262	29	20	85	70	60	73
17	184	102	142	294	122	75	181	171	186	365	351	130	172	158	111	84	46	238	36	74	165	120	98
682	124	28	233	252	140	20	NaN	368	91	189	39	93	256	204	141	271	85	46	35	359	142	94	40
152	169	201	254	64	255	42	54	230	45	172	23	103	19	148	171	164	125	53	72	537	180	431	82
95	412	116	97	56	215	1	2	203	55	38	41	147	80	114	290	175	75	35	89	242	204	231	39
123	26	90	224	124	110	131	30	61	42	694	127	61	57	90	118	114	251	73	30	80	155	180	27
23	58	56	207	239	266	96	11	128	17	570	62	78	98	71	104	380	297	38	159	129	76	431	118
324	84	52	55	538	180	23	NaN	461	35	240	206	23	59	40	122	113	40	41	NaN	796	83	254	34
174	57	31	273	69	117	238	NaN	237	48	324	102	46	56	46	61	74	84	80	NaN	145	40	78	466
628	54	66	44	56	91	49	NaN	318	32	1	23	180	62	54	143	228	31	NaN	NaN	347	64	57	14
145	13	86	52	116	80	28	NaN	85	26	794	23	60	59	73	130	61	123	3	NaN	415	50	169	39
135	96	86	88	358	163	157	NaN	110	129	536	70	100	73	159	82	83	148	115	NaN	484	119	114	25
84	21	288	65	59	97	143	NaN	117	208	75	252	25	382	48	49	50	103	3	NaN	87	75	86	22
47	32	45	53	35	272	211	NaN	109	109	67	234	93	194	91	256	86	129	39	NaN	115	33	28	57
20	142	76	122	53	114	34	NaN	131	98	190	263	3	138	134	17	115	219	56	NaN	170	65	683	92
241	102	43	158	145	81	32	NaN	64	82	821	294	95	427	77	114	62	498	47	NaN	201	72	128	208
183	17	293	89	10	647	58	NaN	81	59	242	1128	59	95	268	169	69	201	30	NaN	117	82	66	663
123	27	360	38	137	547	62	NaN	141	169	259	166	44	28	154	71	152	247	64	NaN	121	236	89	56
20	31	39	218	190	303	NaN	NaN	94	51	774	126	13	133	11	168	49	119	NaN	NaN	96	56	367	95
NaN	27	76	191	66	295	NaN	NaN	153	175	142	75	NaN	69	56	159	129	302	NaN	NaN	34	177	132	42
NaN	136	50	143	15	64	NaN	NaN	448	75	169	77	NaN	113	79	207	50	65	NaN	NaN	58	21	129	NaN
NaN	9	75	70	32	504	NaN	NaN	112	206	28	295	NaN	54	52	67	85	190	NaN	NaN	63	79	33	77
NaN	22	134	NaN	NaN	266	NaN	NaN	NaN	29	71	NaN	NaN	43	78	NaN	NaN	28	NaN	NaN	NaN	44	43	NaN
