1	2	0.068185	4.5002	1	2	0.82445	54.414
1	3	0.32827	21.666	1	3	0.78	51.48
1	4	0.7233	47.738	1	4	0.03732	2.4631
1	5	0.91942	60.682	1	5	0.41352	27.292
1	6	0.028274	1.8661	1	6	0.017986	1.1871
1	7	0.17185	11.342	1	7	0.0069434	0.45827
1	8	0.15688	10.354	1	8	0.034382	2.2692
1	9	0.015915	1.0504	1	9	0.012298	0.81164
1	10	0.76742	50.65	1	10	0.83086	54.837
1	11	0.011133	0.73475	1	11	0.038433	2.5366
1	12	0.12286	8.1087	1	12	0.28306	18.682
2	3	0.14734	9.7244	2	3	0.9117	60.172
2	4	0.005029	0.33192	2	4	0.072372	4.7765
2	5	0.067669	4.4662	2	5	0.55427	36.582
2	6	4.114e-06	0.00027152	2	6	0.045933	3.0316
2	7	0.77383	51.073	2	7	0.00070868	0.046773
2	8	0.77112	50.894	2	8	0.0072682	0.4797
2	9	2.5972e-06	0.00017142	2	9	0.015917	1.0505
2	10	0.039145	2.5836	2	10	0.813	53.658
2	11	2.3499e-05	0.0015509	2	11	0.059407	3.9208
2	12	0.0006455	0.042603	2	12	0.11963	7.8957
3	4	0.055077	3.6351	3	4	0.061107	4.0331
3	5	0.58511	38.617	3	5	0.55938	36.919
3	6	2.1294e-05	0.0014054	3	6	0.050979	3.3646
3	7	0.27186	17.942	3	7	0.00040894	0.02699
3	8	0.12834	8.4708	3	8	0.0059501	0.39271
3	9	1.2606e-05	0.00083199	3	9	0.022049	1.4552
3	10	0.42462	28.025	3	10	0.95284	62.887
3	11	0.0010836	0.071521	3	11	0.08104	5.3486
3	12	0.027357	1.8056	3	12	0.084071	5.5487
4	5	0.40537	26.754	4	5	0.12747	8.4132
4	6	0.0042566	0.28094	4	6	0.31332	20.679
4	7	0.017465	1.1527	4	7	9.3546e-06	0.00061741
4	8	0.0097436	0.64307	4	8	0.0008578	0.056615
4	9	0.002756	0.1819	4	9	0.27633	18.238
4	10	0.31328	20.677	4	10	0.074792	4.9363
4	11	0.0089063	0.58782	4	11	0.75017	49.511
4	12	0.1334	8.8042	4	12	0.0046033	0.30382
5	6	0.0026796	0.17685	5	6	0.068821	4.5422
5	7	0.13343	8.8064	5	7	4.6126e-05	0.0030443
5	8	0.056823	3.7503	5	8	0.0017519	0.11563
5	9	0.0021855	0.14424	5	9	0.030634	2.0218
5	10	0.80243	52.961	5	10	0.59036	38.964
5	11	0.0052707	0.34787	5	11	0.10966	7.2375
5	12	0.088549	5.8442	5	12	0.029326	1.9355
6	7	5.3438e-05	0.0035269	6	7	3.9816e-05	0.0026278
6	8	0.00074651	0.04927	6	8	0.0010908	0.071993
6	9	0.72159	47.625	6	9	0.75017	49.511
6	10	0.0014787	0.097595	6	10	0.024609	1.6242
6	11	0.66272	43.739	6	11	0.87663	57.857
6	12	0.2749	18.144	6	12	0.0061659	0.40695
7	8	0.67781	44.735	7	8	0.81134	53.549
7	9	5.7023e-05	0.0037635	7	9	5.6528e-06	0.00037309
7	10	0.16313	10.766	7	10	0.00051408	0.033929
7	11	0.00034962	0.023075	7	11	1.5778e-05	0.0010413
7	12	0.0046786	0.30879	7	12	0.10617	7.0074
8	9	0.00049669	0.032781	8	9	0.00054934	0.036256
8	10	0.09834	6.4904	8	10	0.0069815	0.46078
8	11	0.0029279	0.19324	8	11	0.00094668	0.062481
8	12	0.011384	0.75133	8	12	0.1412	9.3195
9	10	0.00066404	0.043827	9	10	0.014332	0.9459
9	11	0.63292	41.773	9	11	0.58516	38.621
9	12	0.1616	10.666	9	12	0.0021768	0.14367
10	11	0.0019993	0.13196	10	11	0.049242	3.25
10	12	0.04451	2.9377	10	12	0.11965	7.8969
11	12	0.23691	15.636	11	12	0.0044023	0.29055
