1	2	0.27355	18.054	1	2	0.82443	54.412
1	3	0.8105	53.493	1	3	0.18589	12.269
1	4	0.9329	61.572	1	4	0.25314	16.707
1	5	0.23044	15.209	1	5	0.71153	46.961
1	6	0.53316	35.188	1	6	0.37595	24.812
1	7	0.079745	5.2632	1	7	0.40197	26.53
1	8	0.010666	0.70394	1	8	0.010958	0.72324
1	9	4.1319e-05	0.002727	1	9	0.0019808	0.13073
1	10	0.053719	3.5455	1	10	0.51029	33.679
1	11	0.0030423	0.20079	1	11	2.1348e-05	0.001409
1	12	0.031565	2.0833	1	12	0.4087	26.974
2	3	0.40766	26.906	2	3	0.23974	15.823
2	4	0.25266	16.676	2	4	0.36255	23.928
2	5	0.87078	57.472	2	5	0.94105	62.109
2	6	0.82596	54.514	2	6	0.21644	14.285
2	7	0.18712	12.35	2	7	0.61041	40.287
2	8	0.061062	4.0301	2	8	0.0089838	0.59293
2	9	0.00026309	0.017364	2	9	0.0059205	0.39075
2	10	0.24655	16.273	2	10	0.71314	47.067
2	11	0.025035	1.6523	2	11	2.7398e-05	0.0018082
2	12	0.086329	5.6977	2	12	0.43036	28.403
3	4	0.76747	50.653	3	4	0.76152	50.26
3	5	0.32531	21.471	3	5	0.34766	22.946
3	6	0.73868	48.753	3	6	0.028951	1.9108
3	7	0.096865	6.3931	3	7	0.94829	62.587
3	8	0.012209	0.80582	3	8	0.038417	2.5355
3	9	5.7471e-05	0.0037931	3	9	0.015712	1.037
3	10	0.077363	5.106	3	10	0.62021	40.934
3	11	0.0037032	0.24441	3	11	0.0001933	0.012758
3	12	0.027588	1.8208	3	12	0.98185	64.802
4	5	0.23374	15.427	4	5	0.37494	24.746
4	6	0.58723	38.757	4	6	0.093653	6.1811
4	7	0.081561	5.383	4	7	0.96882	63.942
4	8	0.0096432	0.63645	4	8	0.041898	2.7653
4	9	0.00012561	0.0082902	4	9	0.027888	1.8406
4	10	0.053844	3.5537	4	10	0.60168	39.711
4	11	0.0034396	0.22701	4	11	0.0016506	0.10894
4	12	0.024525	1.6186	4	12	0.85432	56.385
5	6	0.70458	46.502	5	6	0.15617	10.307
5	7	0.2506	16.54	5	7	0.71099	46.926
5	8	0.058759	3.8781	5	8	0.014682	0.96899
5	9	0.00046171	0.030473	5	9	0.0053502	0.35311
5	10	0.33749	22.274	5	10	0.70124	46.282
5	11	0.027637	1.8241	5	11	2.0762e-05	0.0013703
5	12	0.13337	8.8026	5	12	0.47126	31.103
6	7	0.16985	11.21	6	7	0.11876	7.8378
6	8	0.064877	4.2819	6	8	0.0061412	0.40532
6	9	0.00054762	0.036143	6	9	0.00095024	0.062716
6	10	0.21869	14.434	6	10	0.14894	9.8301
6	11	0.028158	1.8584	6	11	1.1308e-05	0.00074633
6	12	0.074805	4.9371	6	12	0.11086	7.3166
7	8	1	66	7	8	0.15633	10.318
7	9	0.31569	20.836	7	9	0.059688	3.9394
7	10	0.64037	42.265	7	10	0.79382	52.392
7	11	0.84985	56.09	7	11	0.026519	1.7503
7	12	0.8435	55.671	7	12	0.73923	48.789
8	9	0.10734	7.0847	8	9	0.79072	52.187
8	10	0.41815	27.598	8	10	0.021211	1.3999
8	11	0.87617	57.827	8	11	0.55607	36.701
8	12	0.88893	58.669	8	12	0.1567	10.343
9	10	0.03606	2.3799	9	10	0.014065	0.9283
9	11	0.18981	12.527	9	11	1	66
9	12	0.11967	7.8984	9	12	0.083978	5.5425
10	11	0.39052	25.774	10	11	0.00014174	0.0093548
10	12	0.6146	40.564	10	12	0.64022	42.254
11	12	0.6687	44.134	11	12	0.010394	0.68603
